Date (ISO Year Week),Country/Territory,Cost
"Mar 3, 2025 to Mar 9, 2025 (Week 10)",Sweden,76.800964
"Mar 3, 2025 to Mar 9, 2025 (Week 10)",United Kingdom,3578.152679
"Mar 3, 2025 to Mar 9, 2025 (Week 10)",Norway,33.23
"Mar 29, 2021 to Apr 4, 2021 (Week 13)",United States,5389.445051
"Mar 29, 2021 to Apr 4, 2021 (Week 13)",Canada,5.77
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Indonesia,90.51
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Philippines,122.26
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Norway,251.56
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",France,797.21
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",New Zealand,47.43
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Thailand,35.25
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Ireland,273.1
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Germany,1294.19
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Sweden,368.83
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Vietnam,56.12
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Türkiye,419.9
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Italy,671.57
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Malaysia,120.73
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Isle of Man,5.03
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Canada,2718.38
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Japan,72.56
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",United Kingdom,5413.36
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Poland,298.74
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Australia,193.16
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Spain,696.6
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Singapore,63.38
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",United States,20547.53
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Finland,104.16
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",South Africa,1938.85
"Mar 28, 2022 to Apr 3, 2022 (Week 13)",Switzerland,287.88
"Mar 27, 2023 to Apr 2, 2023 (Week 13)",Luxembourg,28.37
"Mar 27, 2023 to Apr 2, 2023 (Week 13)",Poland,233.8761
"Mar 27, 2023 to Apr 2, 2023 (Week 13)",Germany,778.970436
"Mar 27, 2023 to Apr 2, 2023 (Week 13)",United Kingdom,3863.370743
"Mar 27, 2023 to Apr 2, 2023 (Week 13)",Spain,471.838377
"Mar 27, 2023 to Apr 2, 2023 (Week 13)",Switzerland,317.224087
"Mar 27, 2023 to Apr 2, 2023 (Week 13)",Canada,3573.919348
"Mar 27, 2023 to Apr 2, 2023 (Week 13)",Belgium,191.035
"Mar 27, 2023 to Apr 2, 2023 (Week 13)",Norway,76.341486
"Mar 27, 2023 to Apr 2, 2023 (Week 13)",Türkiye,199.082313
"Mar 27, 2023 to Apr 2, 2023 (Week 13)",United States,30057.49196
"Mar 27, 2023 to Apr 2, 2023 (Week 13)",France,490.23583
"Mar 27, 2023 to Apr 2, 2023 (Week 13)",Austria,136.73
"Mar 27, 2023 to Apr 2, 2023 (Week 13)",Finland,45.58
"Mar 27, 2023 to Apr 2, 2023 (Week 13)",Sweden,224.743789
"Mar 27, 2023 to Apr 2, 2023 (Week 13)",Ireland,232.968341
"Mar 27, 2023 to Apr 2, 2023 (Week 13)",Italy,965.701825
"Mar 27, 2023 to Apr 2, 2023 (Week 13)",South Africa,818.506356
"Mar 25, 2024 to Mar 31, 2024 (Week 13)",Canada,6481.541424
"Mar 25, 2024 to Mar 31, 2024 (Week 13)",United States,51639.41664
"Mar 24, 2025 to Mar 30, 2025 (Week 13)",United Kingdom,3480.166994
"Mar 24, 2025 to Mar 30, 2025 (Week 13)",Germany,569.318181
"Mar 24, 2025 to Mar 30, 2025 (Week 13)",Finland,50.59
"Mar 24, 2025 to Mar 30, 2025 (Week 13)",Netherlands,129.89
"Mar 24, 2025 to Mar 30, 2025 (Week 13)",Switzerland,64.43
"Mar 24, 2025 to Mar 30, 2025 (Week 13)",Israel,155.94
"Mar 24, 2025 to Mar 30, 2025 (Week 13)",Italy,113.141687
"Mar 24, 2025 to Mar 30, 2025 (Week 13)",Spain,112.022643
"Mar 24, 2025 to Mar 30, 2025 (Week 13)",Norway,21.51
"Mar 24, 2025 to Mar 30, 2025 (Week 13)",Denmark,46.94
"Mar 24, 2025 to Mar 30, 2025 (Week 13)",Ireland,53.471021
"Mar 24, 2025 to Mar 30, 2025 (Week 13)",Portugal,75.282659
"Mar 24, 2025 to Mar 30, 2025 (Week 13)",Austria,10.07
"Mar 24, 2025 to Mar 30, 2025 (Week 13)",Canada,3238.786196
"Mar 24, 2025 to Mar 30, 2025 (Week 13)",France,145.21
"Mar 24, 2025 to Mar 30, 2025 (Week 13)",Sweden,54.97
"Mar 24, 2025 to Mar 30, 2025 (Week 13)",United States,34813.34823
"Mar 24, 2025 to Mar 30, 2025 (Week 13)",Belgium,130.59
"Mar 22, 2021 to Mar 28, 2021 (Week 12)",Isle of Man,0.85
"Mar 22, 2021 to Mar 28, 2021 (Week 12)",United States,403.709645
"Mar 22, 2021 to Mar 28, 2021 (Week 12)",Portugal,1.91
"Mar 22, 2021 to Mar 28, 2021 (Week 12)",Sweden,4.52
"Mar 22, 2021 to Mar 28, 2021 (Week 12)",Switzerland,1.53
"Mar 22, 2021 to Mar 28, 2021 (Week 12)",United Kingdom,176.77
"Mar 22, 2021 to Mar 28, 2021 (Week 12)",Canada,3.29
"Mar 22, 2021 to Mar 28, 2021 (Week 12)",Israel,1.59
"Mar 22, 2021 to Mar 28, 2021 (Week 12)",Ireland,1.49
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",France,542.17
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Japan,41.57
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Germany,860.76
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Norway,151.65
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",South Africa,1317.93
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Switzerland,175.42
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Finland,115.47
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Indonesia,115.9
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",New Zealand,32.37
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Thailand,90.88
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Australia,312.28
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Singapore,72.21
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Ireland,238.76
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Sweden,349.35
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Vietnam,61.71
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Spain,594.48
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Malaysia,49.11
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Türkiye,220.02
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Canada,2622.66
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Poland,255.21
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Philippines,175.55
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",United Kingdom,3875.09
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",United States,15825.07
"Mar 21, 2022 to Mar 27, 2022 (Week 12)",Italy,597.03
"Mar 20, 2023 to Mar 26, 2023 (Week 12)",Belgium,170.58
"Mar 20, 2023 to Mar 26, 2023 (Week 12)",Finland,87.68
"Mar 20, 2023 to Mar 26, 2023 (Week 12)",Italy,1027.160419
"Mar 20, 2023 to Mar 26, 2023 (Week 12)",Spain,594.714424
"Mar 20, 2023 to Mar 26, 2023 (Week 12)",Germany,1030.616192
"Mar 20, 2023 to Mar 26, 2023 (Week 12)",Switzerland,343.596889
"Mar 20, 2023 to Mar 26, 2023 (Week 12)",Sweden,318.917278
"Mar 20, 2023 to Mar 26, 2023 (Week 12)",United Kingdom,5073.267493
"Mar 20, 2023 to Mar 26, 2023 (Week 12)",Poland,161.330483
"Mar 20, 2023 to Mar 26, 2023 (Week 12)",France,554.05
"Mar 20, 2023 to Mar 26, 2023 (Week 12)",United States,35712.01357
"Mar 20, 2023 to Mar 26, 2023 (Week 12)",Canada,5256.734661
"Mar 20, 2023 to Mar 26, 2023 (Week 12)",Türkiye,238.613246
"Mar 20, 2023 to Mar 26, 2023 (Week 12)",Luxembourg,7.96
"Mar 20, 2023 to Mar 26, 2023 (Week 12)",Austria,24.86
"Mar 20, 2023 to Mar 26, 2023 (Week 12)",Ireland,283.854096
"Mar 20, 2023 to Mar 26, 2023 (Week 12)",South Africa,953.634989
"Mar 20, 2023 to Mar 26, 2023 (Week 12)",Norway,115.11
"Mar 18, 2024 to Mar 24, 2024 (Week 12)",Canada,5534.861408
"Mar 18, 2024 to Mar 24, 2024 (Week 12)",United States,52632.47703
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",Andorra,4.64
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",Germany,489.026565
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",Sweden,90.31
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",Belgium,71.19725
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",France,133.050756
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",Portugal,80.847871
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",Ireland,56.509831
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",Austria,22.87
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",Canada,3391.686917
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",Denmark,58.457836
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",United Kingdom,3367.428619
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",Spain,209.026123
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",Norway,7.194613
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",Switzerland,40.15
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",Israel,137.87272
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",Iceland,5.05
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",Netherlands,197.67
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",Monaco,28.32
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",Finland,17.99
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",Italy,125.895101
"Mar 17, 2025 to Mar 23, 2025 (Week 12)",United States,31538.42937
"Mar 15, 2021 to Mar 21, 2021 (Week 11)",Ireland,0.65
"Mar 15, 2021 to Mar 21, 2021 (Week 11)",Norway,0.34
"Mar 15, 2021 to Mar 21, 2021 (Week 11)",Finland,0.26
"Mar 15, 2021 to Mar 21, 2021 (Week 11)",Switzerland,0.21
"Mar 15, 2021 to Mar 21, 2021 (Week 11)",Israel,21.14
"Mar 15, 2021 to Mar 21, 2021 (Week 11)",France,1.63
"Mar 15, 2021 to Mar 21, 2021 (Week 11)",Canada,16.82
"Mar 15, 2021 to Mar 21, 2021 (Week 11)",Spain,7.63
"Mar 15, 2021 to Mar 21, 2021 (Week 11)",Belgium,0.12
"Mar 15, 2021 to Mar 21, 2021 (Week 11)",Sweden,6.8
"Mar 15, 2021 to Mar 21, 2021 (Week 11)",Denmark,2.8
"Mar 15, 2021 to Mar 21, 2021 (Week 11)",Netherlands,5.74
"Mar 15, 2021 to Mar 21, 2021 (Week 11)",United Kingdom,2191.64
"Mar 15, 2021 to Mar 21, 2021 (Week 11)",Portugal,4.71
"Mar 15, 2021 to Mar 21, 2021 (Week 11)",Italy,3.45
"Mar 15, 2021 to Mar 21, 2021 (Week 11)",United States,7615.660845
"Mar 15, 2021 to Mar 21, 2021 (Week 11)",Germany,8
"Mar 15, 2021 to Mar 21, 2021 (Week 11)",Isle of Man,8.03
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Japan,102.86
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",United Kingdom,2982.58
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Ireland,199.69
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Poland,287.83
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Canada,2334.93
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Philippines,180.88
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Spain,568.14
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Italy,380.76
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Vietnam,52.61
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",New Zealand,51
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Malaysia,48.44
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Sweden,247.61
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Singapore,56.49
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Australia,224.2
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Thailand,49.67
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",France,545.05
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Norway,142.31
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",United States,14336.75
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Germany,835.03
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Indonesia,133.67
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Türkiye,277.5
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",South Africa,1341.24
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Finland,109.24
"Mar 14, 2022 to Mar 20, 2022 (Week 11)",Switzerland,118.72
"Mar 13, 2023 to Mar 19, 2023 (Week 11)",Norway,127.09
"Mar 13, 2023 to Mar 19, 2023 (Week 11)",Ireland,215.334654
"Mar 13, 2023 to Mar 19, 2023 (Week 11)",Switzerland,220.885666
"Mar 13, 2023 to Mar 19, 2023 (Week 11)",South Africa,770.598733
"Mar 13, 2023 to Mar 19, 2023 (Week 11)",United Kingdom,3527.773652
"Mar 13, 2023 to Mar 19, 2023 (Week 11)",Spain,462.617231
"Mar 13, 2023 to Mar 19, 2023 (Week 11)",Belgium,214.36
"Mar 13, 2023 to Mar 19, 2023 (Week 11)",Türkiye,225.532122
"Mar 13, 2023 to Mar 19, 2023 (Week 11)",Italy,955.18
"Mar 13, 2023 to Mar 19, 2023 (Week 11)",Luxembourg,7.78
"Mar 13, 2023 to Mar 19, 2023 (Week 11)",Sweden,248.057698
"Mar 13, 2023 to Mar 19, 2023 (Week 11)",Canada,4455.271964
"Mar 13, 2023 to Mar 19, 2023 (Week 11)",Germany,890.604087
"Mar 13, 2023 to Mar 19, 2023 (Week 11)",United States,34629.04364
"Mar 13, 2023 to Mar 19, 2023 (Week 11)",Isle of Man,6.41
"Mar 13, 2023 to Mar 19, 2023 (Week 11)",France,445.199051
"Mar 13, 2023 to Mar 19, 2023 (Week 11)",Finland,85.98
"Mar 13, 2023 to Mar 19, 2023 (Week 11)",Poland,153.0242
"Mar 11, 2024 to Mar 17, 2024 (Week 11)",Canada,6352.893615
"Mar 11, 2024 to Mar 17, 2024 (Week 11)",United States,54246.28539
"Mar 10, 2025 to Mar 16, 2025 (Week 11)",Denmark,103.639621
"Mar 10, 2025 to Mar 16, 2025 (Week 11)",France,137.901294
"Mar 10, 2025 to Mar 16, 2025 (Week 11)",Italy,97.113937
"Mar 10, 2025 to Mar 16, 2025 (Week 11)",Germany,777.238476
"Mar 10, 2025 to Mar 16, 2025 (Week 11)",Spain,164.903337
"Mar 10, 2025 to Mar 16, 2025 (Week 11)",Netherlands,203.297404
"Mar 10, 2025 to Mar 16, 2025 (Week 11)",Switzerland,35.26
"Mar 10, 2025 to Mar 16, 2025 (Week 11)",Israel,164.335714
"Mar 10, 2025 to Mar 16, 2025 (Week 11)",Finland,82.052371
"Mar 10, 2025 to Mar 16, 2025 (Week 11)",Austria,44.774013
"Mar 10, 2025 to Mar 16, 2025 (Week 11)",Portugal,107.026197
"Mar 10, 2025 to Mar 16, 2025 (Week 11)",Norway,16.07
"Mar 10, 2025 to Mar 16, 2025 (Week 11)",Sweden,75.47
"Mar 10, 2025 to Mar 16, 2025 (Week 11)",Ireland,81.105167
"Mar 10, 2025 to Mar 16, 2025 (Week 11)",United States,29949.45831
"Mar 10, 2025 to Mar 16, 2025 (Week 11)",United Kingdom,3782.405392
"Mar 10, 2025 to Mar 16, 2025 (Week 11)",Belgium,120.602851
"Mar 10, 2025 to Mar 16, 2025 (Week 11)",Canada,4477.123698
"Mar 1, 2021 to Mar 7, 2021 (Week 9)",Austria,1.65
"Mar 1, 2021 to Mar 7, 2021 (Week 9)",Italy,13.13
"Mar 1, 2021 to Mar 7, 2021 (Week 9)",United Kingdom,1568.92
"Mar 1, 2021 to Mar 7, 2021 (Week 9)",Norway,0.32
"Mar 1, 2021 to Mar 7, 2021 (Week 9)",Canada,16.21
"Mar 1, 2021 to Mar 7, 2021 (Week 9)",Switzerland,0.66
"Mar 1, 2021 to Mar 7, 2021 (Week 9)",Denmark,0.79
"Mar 1, 2021 to Mar 7, 2021 (Week 9)",France,3.55
"Mar 1, 2021 to Mar 7, 2021 (Week 9)",Spain,1.44
"Mar 1, 2021 to Mar 7, 2021 (Week 9)",Belgium,1.48
"Mar 1, 2021 to Mar 7, 2021 (Week 9)",Israel,0.31
"Mar 1, 2021 to Mar 7, 2021 (Week 9)",Netherlands,4.89
"Mar 1, 2021 to Mar 7, 2021 (Week 9)",Germany,25.59
"Mar 1, 2021 to Mar 7, 2021 (Week 9)",United States,5173.786959
"Mar 1, 2021 to Mar 7, 2021 (Week 9)",Sweden,1.86
"Mar 1, 2021 to Mar 7, 2021 (Week 9)",Portugal,0.25
"Jun 7, 2021 to Jun 13, 2021 (Week 23)",Italy,1.52
"Jun 7, 2021 to Jun 13, 2021 (Week 23)",Israel,10.62
"Jun 7, 2021 to Jun 13, 2021 (Week 23)",Sweden,2.46
"Jun 7, 2021 to Jun 13, 2021 (Week 23)",Denmark,1.92
"Jun 7, 2021 to Jun 13, 2021 (Week 23)",Netherlands,8.59
"Jun 7, 2021 to Jun 13, 2021 (Week 23)",Finland,0.37
"Jun 7, 2021 to Jun 13, 2021 (Week 23)",Spain,6.11
"Jun 7, 2021 to Jun 13, 2021 (Week 23)",Norway,0.55
"Jun 7, 2021 to Jun 13, 2021 (Week 23)",Portugal,6.44
"Jun 7, 2021 to Jun 13, 2021 (Week 23)",Switzerland,1.8
"Jun 7, 2021 to Jun 13, 2021 (Week 23)",United States,3204.13
"Jun 7, 2021 to Jun 13, 2021 (Week 23)",France,6.07
"Jun 7, 2021 to Jun 13, 2021 (Week 23)",United Kingdom,810
"Jun 7, 2021 to Jun 13, 2021 (Week 23)",Austria,4.11
"Jun 7, 2021 to Jun 13, 2021 (Week 23)",Canada,3.21
"Jun 7, 2021 to Jun 13, 2021 (Week 23)",Germany,23.08
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Switzerland,239.21
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Australia,1214.22
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Norway,136.24
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Poland,122.16
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",South Africa,512.4
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Canada,4817.86
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Indonesia,159.91
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Germany,1292.84
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Ireland,217.89
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",United States,47063.23
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Sweden,288.32
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Spain,324.11
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",United Kingdom,4005.03
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Singapore,99.61
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Thailand,31.16
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Türkiye,206.1
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Vietnam,83.53
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Malaysia,128.87
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Italy,319.25
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",New Zealand,66.09
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Philippines,227.29
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",France,304.18
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Finland,205.31
"Jun 6, 2022 to Jun 12, 2022 (Week 23)",Japan,71.84
"Jun 5, 2023 to Jun 11, 2023 (Week 23)",Ireland,1.77
"Jun 5, 2023 to Jun 11, 2023 (Week 23)",Luxembourg,1.75
"Jun 5, 2023 to Jun 11, 2023 (Week 23)",Türkiye,1.07
"Jun 5, 2023 to Jun 11, 2023 (Week 23)",Poland,0.78
"Jun 5, 2023 to Jun 11, 2023 (Week 23)",Switzerland,563.448531
"Jun 5, 2023 to Jun 11, 2023 (Week 23)",Italy,1589.918296
"Jun 5, 2023 to Jun 11, 2023 (Week 23)",United Kingdom,3737.973797
"Jun 5, 2023 to Jun 11, 2023 (Week 23)",Germany,723.46
"Jun 5, 2023 to Jun 11, 2023 (Week 23)",Spain,38.11
"Jun 5, 2023 to Jun 11, 2023 (Week 23)",Canada,4830.695184
"Jun 5, 2023 to Jun 11, 2023 (Week 23)",France,530.602713
"Jun 5, 2023 to Jun 11, 2023 (Week 23)",Austria,248.608716
"Jun 5, 2023 to Jun 11, 2023 (Week 23)",Belgium,16.72
"Jun 5, 2023 to Jun 11, 2023 (Week 23)",United States,44097.62444
"Jun 3, 2024 to Jun 9, 2024 (Week 23)",Switzerland,78.99
"Jun 3, 2024 to Jun 9, 2024 (Week 23)",United States,32552.3977
"Jun 3, 2024 to Jun 9, 2024 (Week 23)",Ireland,2.29
"Jun 3, 2024 to Jun 9, 2024 (Week 23)",Spain,1.29
"Jun 3, 2024 to Jun 9, 2024 (Week 23)",France,501.57
"Jun 3, 2024 to Jun 9, 2024 (Week 23)",Portugal,0.01
"Jun 3, 2024 to Jun 9, 2024 (Week 23)",Denmark,14.85
"Jun 3, 2024 to Jun 9, 2024 (Week 23)",Canada,3802.281008
"Jun 3, 2024 to Jun 9, 2024 (Week 23)",Israel,9.05
"Jun 3, 2024 to Jun 9, 2024 (Week 23)",Italy,370.59
"Jun 3, 2024 to Jun 9, 2024 (Week 23)",United Kingdom,4144.708585
"Jun 3, 2024 to Jun 9, 2024 (Week 23)",Germany,757.244861
"Jun 3, 2024 to Jun 9, 2024 (Week 23)",Netherlands,12.53
"Jun 3, 2024 to Jun 9, 2024 (Week 23)",Sweden,4.53
"Jun 3, 2024 to Jun 9, 2024 (Week 23)",Norway,3.48
"Jun 3, 2024 to Jun 9, 2024 (Week 23)",Austria,120.4
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Sweden,44.36
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Philippines,21.06
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Norway,13.96
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",United States,3825.941284
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Spain,71.64
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Germany,54.01
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Italy,68.93
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Indonesia,15.2
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",United Kingdom,249.56
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Singapore,4.93
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Ireland,47.56
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Japan,1.03
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Türkiye,43.93
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Australia,13.48
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",South Africa,779.77
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Vietnam,5.08
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Finland,11.32
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Thailand,0.61
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Switzerland,17.26
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Malaysia,9.73
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Poland,10.05
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",Canada,348.179698
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",New Zealand,1.32
"Jun 28, 2021 to Jul 4, 2021 (Week 26)",France,39.41
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Taiwan,2.14
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Thailand,431.25
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Japan,548.76
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",United Kingdom,2641.96
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Indonesia,1265.84
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Switzerland,204.76
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",New Zealand,943.4
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",France,420.28
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Poland,117.08
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Germany,1016.85
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Ireland,152.73
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Eswatini,0.38
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Australia,5286.06
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Philippines,2033.43
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Vietnam,592.62
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Norway,84.28
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Malaysia,2006.59
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Türkiye,170.8
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Italy,227.65
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Finland,73.32
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Sweden,198.41
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Singapore,627.92
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",United States,1504.34
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Canada,205.75
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",South Africa,493.55
"Jun 27, 2022 to Jul 3, 2022 (Week 26)",Spain,288.94
"Jun 26, 2023 to Jul 2, 2023 (Week 26)",France,907.702447
"Jun 26, 2023 to Jul 2, 2023 (Week 26)",Austria,336.382903
"Jun 26, 2023 to Jul 2, 2023 (Week 26)",Türkiye,2
"Jun 26, 2023 to Jul 2, 2023 (Week 26)",Italy,1537.490202
"Jun 26, 2023 to Jul 2, 2023 (Week 26)",Germany,2110.647647
"Jun 26, 2023 to Jul 2, 2023 (Week 26)",Spain,19.93
"Jun 26, 2023 to Jul 2, 2023 (Week 26)",Canada,8702.477123
"Jun 26, 2023 to Jul 2, 2023 (Week 26)",Poland,1.45
